word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
outlandish,NN1,GenAm,𐑬𐑑𐑤𐑨𐑯𐑛𐑦𐑖,ˌaʊtˈlændɪʃ,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑬𐑑𐑤𐑨𐑯𐑛𐑦𐑖; agreed via wiktionary
outskirts,NN1,RSSB,𐑬𐑑𐑕𐑒𐑻𐑑𐑕,aʊtskɜːRts,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑬𐑑𐑕𐑒𐑻𐑑𐑕; agreed via wiktionary
outskirts,VVI,RSSB,𐑬𐑑𐑕𐑒𐑻𐑑𐑕,aʊtskɜːRts,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑬𐑑𐑕𐑒𐑻𐑑𐑕; agreed via wiktionary
outward,VVI,RSSB,𐑬𐑑𐑢𐑹𐑛,aʊtwɔːRd,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=AJ0,AV0; rl_shaw=𐑬𐑑𐑢𐑼𐑛; SHIFTED via wiktionary"
ova,NN1,GenAm,𐑴𐑝𐑩,ˈoʊvə,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑴𐑝𐑩; agreed via wiktionary
ovation,VVI,GenAm,𐑴𐑝𐑱𐑖𐑩𐑯,oʊˈveɪʃən,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑱𐑖𐑩𐑯; agreed via wiktionary
over,AJ0,GenAm,𐑴𐑝𐑼,ˈoʊvəR,,,,,,pos-gap,pos-gap,50,"rl_pos=AV0,AVP,NN1,PRP; rl_shaw=𐑴𐑝𐑼; agreed via wiktionary"
over,ITJ,GenAm,𐑴𐑝𐑼,ˈoʊvəR,,,,,,pos-gap,pos-gap,35,"rl_pos=AV0,AVP,NN1,PRP; rl_shaw=𐑴𐑝𐑼; agreed via wiktionary"
over,VVI,GenAm,𐑴𐑝𐑼,ˈoʊvəR,,,,,,pos-gap,pos-gap,35,"rl_pos=AV0,AVP,NN1,PRP; rl_shaw=𐑴𐑝𐑼; agreed via wiktionary"
overarching,NN1,GenAm,𐑴𐑝𐑼𐑸𐑒𐑦𐑙,ˌoʊvərˈɑːRkɪŋ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑸𐑗𐑦𐑙; SHIFTED via wiktionary"
overarching,NN1,GenAm,𐑴𐑝𐑼𐑸𐑗𐑦𐑙,ˌoʊvərˈɑːRtʃɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑸𐑗𐑦𐑙; agreed via wiktionary"
overarching,VVI,GenAm,𐑴𐑝𐑼𐑸𐑒𐑦𐑙,ˌoʊvərˈɑːRkɪŋ,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑸𐑗𐑦𐑙; SHIFTED via wiktionary"
overarching,VVI,GenAm,𐑴𐑝𐑼𐑸𐑗𐑦𐑙,ˌoʊvərˈɑːRtʃɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑸𐑗𐑦𐑙; agreed via wiktionary"
overate,VVI,GenAm,𐑴𐑝𐑼𐑱𐑑,ˌoʊvəRˈeɪt,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑱𐑑; agreed via wiktionary
overcall,NN1,RSSB,𐑴𐑝𐑼𐑒𐑷𐑤,əʊvəRkɔːl,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑒𐑷𐑤; agreed via wordnet"
overcame,VVI,GenAm,𐑴𐑝𐑼𐑒𐑱𐑥,ˌoʊvəRˈkeɪm,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑒𐑱𐑥; agreed via wiktionary
overcast,VVI,GenAm,𐑴𐑝𐑼𐑒𐑨𐑕𐑑,ˈoʊvəRkæst,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,NN1; rl_shaw=𐑴𐑝𐑼𐑒𐑨𐑕𐑑/𐑴𐑝𐑼𐑒𐑭𐑕𐑑; agreed via wiktionary+wordnet"
overcast,VVI,RSSB,𐑴𐑝𐑼𐑒𐑭𐑕𐑑,əʊvəRkɑːst,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,NN1; rl_shaw=𐑴𐑝𐑼𐑒𐑨𐑕𐑑/𐑴𐑝𐑼𐑒𐑭𐑕𐑑; agreed via wiktionary+wordnet"
overcoat,VVI,GenAm,𐑴𐑝𐑼𐑒𐑴𐑑,ˈoʊvəRkoʊt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑒𐑴𐑑; agreed via wiktionary
overcome,AJ0,GenAm,𐑴𐑝𐑼𐑒𐑳𐑥,ˌoʊvərˈkʌm,,,,,,pos-gap,pos-gap,45,"rl_pos=VVB,VVD,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑒𐑳𐑥; agreed via wiktionary"
overcome,NN1,GenAm,𐑴𐑝𐑼𐑒𐑳𐑥,ˌoʊvərˈkʌm,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVD,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑒𐑳𐑥; agreed via wiktionary"
overdone,VVI,GenAm,𐑴𐑝𐑼𐑛𐑳𐑯,ˌoʊvəRˈdʌn,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑛𐑳𐑯; agreed via wiktionary"
overdraft,VVI,GenAm,𐑴𐑝𐑼𐑛𐑮𐑨𐑓𐑑,ˈoʊvəRdræft,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑛𐑮𐑨𐑓𐑑/𐑴𐑝𐑼𐑛𐑮𐑭𐑓𐑑; agreed via wiktionary
overdraft,VVI,RSSB,𐑴𐑝𐑼𐑛𐑮𐑭𐑓𐑑,əʊvəRdrɑːft,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑛𐑮𐑨𐑓𐑑/𐑴𐑝𐑼𐑛𐑮𐑭𐑓𐑑; agreed via wiktionary
overflowing,NN1,GenAm,𐑴𐑝𐑼𐑓𐑤𐑴𐑦𐑙,ˌoʊvəRˈfloʊɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑓𐑤𐑴𐑦𐑙; agreed via wiktionary"
overflowing,VVI,GenAm,𐑴𐑝𐑼𐑓𐑤𐑴𐑦𐑙,ˌoʊvəRˈfloʊɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑝𐑼𐑓𐑤𐑴𐑦𐑙; agreed via wiktionary"
overheard,VVI,GenAm,𐑴𐑝𐑼𐑣𐑻𐑛,ˌoʊvəRˈhɜːRd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑣𐑻𐑛; agreed via wiktionary"
overheat,NN1,GenAm,𐑴𐑝𐑼𐑣𐑦𐑑,ˌoʊvəRˈhit,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑣𐑰𐑑; SHIFTED via wiktionary"
overheat,NN1,RSSB,𐑴𐑝𐑼𐑣𐑰𐑑,əʊvəRhiːt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑣𐑰𐑑; agreed via wiktionary"
overhung,AJ0,GenAm,𐑴𐑝𐑼𐑣𐑳𐑙,ˈoʊvərˌhʌŋ,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑣𐑳𐑙; agreed via wiktionary"
overhung,VVI,GenAm,𐑴𐑝𐑼𐑣𐑳𐑙,ˈoʊvərˌhʌŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑣𐑳𐑙; agreed via wiktionary"
overjoyed,VVI,RSSB,𐑴𐑝𐑼𐑡𐑶𐑛,əʊvəRdʒɔɪd,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑡𐑶𐑛; agreed via wiktionary
overkill,VVI,GenAm,𐑴𐑝𐑼𐑒𐑦𐑤,ˈoʊvəRˌkɪl,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑒𐑦𐑤; agreed via wiktionary
overlaid,VVI,GenAm,𐑴𐑝𐑼𐑤𐑱𐑛,oʊvəRleɪd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑤𐑱𐑛; agreed via wiktionary"
overlain,VVI,GenAm,𐑴𐑝𐑼𐑤𐑱𐑯,oʊvəRleɪn,,,,,,pos-gap,pos-gap,15,rl_pos=VVN; rl_shaw=𐑴𐑝𐑼𐑤𐑱𐑯; agreed via wiktionary
overlarge,AV0,RSSB,𐑴𐑝𐑼𐑤𐑸𐑡,əʊvəRlɑːRdʒ,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑤𐑸𐑡; agreed via wiktionary
overloading,NN1,GenAm,𐑴𐑝𐑼𐑤𐑴𐑛𐑦𐑙,ˈoʊvəRloʊdiŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑤𐑴𐑛𐑦𐑙; agreed via wiktionary
overloading,VVI,GenAm,𐑴𐑝𐑼𐑤𐑴𐑛𐑦𐑙,ˈoʊvəRloʊdiŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑤𐑴𐑛𐑦𐑙; agreed via wiktionary
overlook,NN1,GenAm,𐑴𐑝𐑼𐑤𐑫𐑒,ˈoʊvəRlʊk,,,,,,pos-gap,pos-gap,50,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑤𐑫𐑒; agreed via wiktionary+wordnet"
overmastering,AJ0,RSSB,𐑴𐑝𐑼𐑥𐑭𐑕𐑑𐑼𐑦𐑙,əʊvəRmɑːstərɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑥𐑨𐑕𐑑𐑼𐑦𐑙/𐑴𐑝𐑼𐑥𐑭𐑕𐑑𐑼𐑦𐑙; agreed via wiktionary
overmastering,VVI,RSSB,𐑴𐑝𐑼𐑥𐑭𐑕𐑑𐑼𐑦𐑙,əʊvəRmɑːstərɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑥𐑨𐑕𐑑𐑼𐑦𐑙/𐑴𐑝𐑼𐑥𐑭𐑕𐑑𐑼𐑦𐑙; agreed via wiktionary
overpaid,VVI,GenAm,𐑴𐑝𐑼𐑐𐑱𐑛,oʊvəRpeɪd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑐𐑱𐑛; agreed via wiktionary"
overran,VVI,GenAm,𐑴𐑝𐑼𐑮𐑨𐑯,ˌoʊvəRˈræn,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑮𐑨𐑯; agreed via wiktionary
overrated,VVI,RSSB,𐑴𐑝𐑼𐑮𐑱𐑑𐑩𐑛,əʊvəRreɪtƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑮𐑱𐑑𐑩𐑛; agreed via wiktionary"
overreach,NN1,GenAm,𐑴𐑝𐑼𐑮𐑦𐑗,ˈoʊvərˌritʃ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑮𐑰𐑗; SHIFTED via wiktionary"
overreach,NN1,RSSB,𐑴𐑝𐑼𐑮𐑰𐑗,əʊvəRriːtʃ,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑮𐑰𐑗; agreed via wiktionary"
overridden,VVI,GenAm,𐑴𐑝𐑼𐑮𐑦𐑛𐑩𐑯,ˌoʊvəRˈrɪdən,,,,,,pos-gap,pos-gap,15,rl_pos=VVN; rl_shaw=𐑴𐑝𐑼𐑮𐑦𐑛𐑩𐑯; agreed via wiktionary
override,NN1,GenAm,𐑴𐑝𐑼𐑮𐑲𐑛,oʊvərˈraɪd,,,,,,pos-gap,pos-gap,50,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑮𐑲𐑛; agreed via wiktionary+wordnet"
overrode,VVI,RSSB,𐑴𐑝𐑼𐑮𐑴𐑛,əʊvəRrəʊd,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑮𐑴𐑛; agreed via wiktionary
overrode,VVI,GenAm,𐑴𐑝𐑼𐑴𐑛,ˌoʊvəˈroʊd,,,,,,pos-gap,pos-gap-shifted,10,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑮𐑴𐑛; SHIFTED via wiktionary
overrun,NN1,GenAm,𐑴𐑝𐑼𐑮𐑳𐑯,əʊvəRrʌn,,,,,,pos-gap,pos-gap,50,"rl_pos=VVB,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑮𐑳𐑯; agreed via wiktionary+wordnet"
overrun,NN1,GenAm,𐑴𐑝𐑼𐑳𐑯,oʊvəˈrʌn,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑮𐑳𐑯; SHIFTED via wordnet"
oversees,VVI,GenAm,𐑴𐑝𐑼𐑕𐑦𐑟,ˌoʊvəRˈsiz,,,,,,pos-gap,pos-gap-shifted,10,rl_pos=VVZ; rl_shaw=𐑴𐑝𐑼𐑕𐑰𐑟; SHIFTED via wiktionary
oversees,VVI,RSSB,𐑴𐑝𐑼𐑕𐑰𐑟,əʊvəRsiːz,,,,,,pos-gap,pos-gap,15,rl_pos=VVZ; rl_shaw=𐑴𐑝𐑼𐑕𐑰𐑟; agreed via wiktionary
overset,AJ0,GenAm,𐑴𐑝𐑼𐑕𐑧𐑑,ˌoʊvərˈset,,,,,,pos-gap,pos-gap,45,"rl_pos=VVB,VVD,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑕𐑧𐑑; agreed via wiktionary"
overset,NN1,GenAm,𐑴𐑝𐑼𐑕𐑧𐑑,ˈoʊvərˌset,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVD,VVI,VVN; rl_shaw=𐑴𐑝𐑼𐑕𐑧𐑑; agreed via wiktionary"
overshoot,NN1,GenAm,𐑴𐑝𐑼𐑖𐑫𐑑,ˌoʊvəRˈʃut,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑖𐑵𐑑; SHIFTED via wiktionary"
overshoot,NN1,RSSB,𐑴𐑝𐑼𐑖𐑵𐑑,əʊvəRʃuːt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑖𐑵𐑑; agreed via wiktionary"
overshot,NN1,GenAm,𐑴𐑝𐑼𐑖𐑪𐑑,ˈoʊvəRˌʃɒt,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑖𐑪𐑑; agreed via wiktionary"
overshot,VVI,GenAm,𐑴𐑝𐑼𐑖𐑪𐑑,ˈoʊvəRˌʃɒt,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑖𐑪𐑑; agreed via wiktionary"
oversight,VVI,GenAm,𐑴𐑝𐑼𐑕𐑲𐑑,ˈoʊvəRˌsaɪt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑕𐑲𐑑; agreed via wiktionary
overslept,VVI,GenAm,𐑴𐑝𐑼𐑕𐑤𐑧𐑐𐑑,ˌoʊvəRˈslept,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑕𐑤𐑧𐑐𐑑; agreed via wiktionary"
overstated,AJ0,RSSB,𐑴𐑝𐑼𐑕𐑑𐑱𐑑𐑩𐑛,əʊvəRsteɪtƏd,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑕𐑑𐑱𐑑𐑩𐑛; agreed via wiktionary"
overstated,VVI,RSSB,𐑴𐑝𐑼𐑕𐑑𐑱𐑑𐑩𐑛,əʊvəRsteɪtƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑕𐑑𐑱𐑑𐑩𐑛; agreed via wiktionary"
overstep,NN1,GenAm,𐑴𐑝𐑼𐑕𐑑𐑧𐑐,ˌoʊvəRˈstep,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑕𐑑𐑧𐑐; agreed via wiktionary"
overstuffed,VVI,GenAm,𐑴𐑝𐑼𐑕𐑑𐑳𐑓𐑑,ˈoʊvəRstʌft,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑕𐑑𐑳𐑓𐑑; agreed via wiktionary
overt,NN1,RSSB,𐑴𐑝𐑻𐑑,əʊvɜːRt,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑻𐑑; agreed via wiktionary
overt,NN1,GenAm,𐑴𐑝𐑼𐑑,ˈoʊvəRt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑻𐑑; SHIFTED via wiktionary
overtake,NN1,GenAm,𐑴𐑝𐑼𐑑𐑱𐑒,ˈoʊvəRteɪk,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑑𐑱𐑒; agreed via wiktionary"
overthrown,VVI,GenAm,𐑴𐑝𐑼𐑔𐑮𐑴𐑯,oʊvəRθroʊn,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVN; rl_shaw=𐑴𐑝𐑼𐑔𐑮𐑴𐑯; agreed via wiktionary"
overtime,UNC,GenAm,𐑴𐑝𐑼𐑑𐑲𐑥,ˈoʊvəRˌtaɪm,,,,,,pos-gap,pos-gap,35,"rl_pos=AV0,NN1; rl_shaw=𐑴𐑝𐑼𐑑𐑲𐑥; agreed via wiktionary"
overtime,VVI,GenAm,𐑴𐑝𐑼𐑑𐑲𐑥,ˈoʊvəRˌtaɪm,,,,,,pos-gap,pos-gap,35,"rl_pos=AV0,NN1; rl_shaw=𐑴𐑝𐑼𐑑𐑲𐑥; agreed via wiktionary"
overtone,VVI,RSSB,𐑴𐑝𐑼𐑑𐑴𐑯,əʊvəRtəʊn,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑑𐑴𐑯; agreed via wiktionary
overtook,VVI,RSSB,𐑴𐑝𐑼𐑑𐑫𐑒,əʊvəRtʊk,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑴𐑝𐑼𐑑𐑫𐑒; agreed via wiktionary
overtopping,AJ0,RSSB,𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙,əʊvəRtɒpɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙; agreed via wiktionary
overtopping,NN1,RSSB,𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙,əʊvəRtɒpɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙; agreed via wiktionary
overtopping,VVI,RSSB,𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙,əʊvəRtɒpɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑴𐑝𐑼𐑑𐑪𐑐𐑦𐑙; agreed via wiktionary
overture,AJ0,RSSB,𐑴𐑝𐑼𐑑𐑘𐑩𐑼,əʊvəRtjəəR,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; SHIFTED via wiktionary
overture,AJ0,RSSB,𐑴𐑝𐑼𐑗𐑫𐑼,əʊvəRtʃʊəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; agreed via wiktionary
overture,AJ0,GenAm,𐑴𐑝𐑼𐑗𐑼,ˈoʊvərtʃər,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; SHIFTED via wiktionary
overture,VVI,RSSB,𐑴𐑝𐑼𐑑𐑘𐑩𐑼,əʊvəRtjəəR,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; SHIFTED via wiktionary
overture,VVI,RSSB,𐑴𐑝𐑼𐑗𐑫𐑼,əʊvəRtʃʊəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; agreed via wiktionary
overture,VVI,GenAm,𐑴𐑝𐑼𐑗𐑼,ˈoʊvərtʃər,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑗𐑫𐑼; SHIFTED via wiktionary
overview,VVI,GenAm,𐑴𐑝𐑼𐑝𐑿,ˈoʊvəRˌvjuː,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑴𐑝𐑼𐑝𐑿; agreed via wiktionary
overweening,NN1,GenAm,𐑴𐑝𐑼𐑢𐑦𐑯𐑦𐑙,oʊvəRˈwinɪŋ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙; SHIFTED via wiktionary
overweening,NN1,RSSB,𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙,əʊvəRwiːnɪŋ,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙; agreed via wiktionary
overweening,VVI,GenAm,𐑴𐑝𐑼𐑢𐑦𐑯𐑦𐑙,oʊvəRˈwinɪŋ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙; SHIFTED via wiktionary
overweening,VVI,RSSB,𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙,əʊvəRwiːnɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑢𐑰𐑯𐑦𐑙; agreed via wiktionary
overweight,VVI,GenAm,𐑴𐑝𐑼𐑢𐑱𐑑,ˈoʊvəRweɪt,,,,,,pos-gap,pos-gap,35,"rl_pos=AJ0,NN1; rl_shaw=𐑴𐑝𐑼𐑢𐑱𐑑; agreed via wiktionary"
overwhelm,NN1,GenAm,𐑴𐑝𐑼𐑢𐑧𐑤𐑥,ˌoʊvəRˈʍelm,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑴𐑝𐑼𐑢𐑧𐑤𐑥; agreed via wiktionary"
overwhelmed,VVI,RSSB,𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑛,əʊvəRwelmd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑛; agreed via wiktionary"
overwhelmed,VVI,GenAm,𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥𐑛,ˌoʊvəRˈhwelmd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑛; SHIFTED via wiktionary"
overwrought,VVI,RSSB,𐑴𐑝𐑼𐑮𐑷𐑑,əʊvəRrɔːt,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑴𐑝𐑼𐑮𐑷𐑑; agreed via wiktionary
owed,AJ0,RSSB,𐑴𐑛,əʊd,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑛; agreed via wiktionary"
owed,VVI,RSSB,𐑴𐑛,əʊd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑴𐑛; agreed via wiktionary"
owing,VVI,GenAm,𐑴𐑦𐑙,ˈoʊɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑴𐑦𐑙; agreed via wiktionary"
own,NN1,GenAm,𐑴𐑯,oʊn,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,DT0,VVB,VVI; rl_shaw=𐑴𐑯; agreed via wiktionary"
owned,VVI,GenAm,𐑴𐑯𐑛,oʊnd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑴𐑯𐑛; agreed via wiktionary"
owners,NN1,RSSB,𐑴𐑯𐑼𐑟,əʊnəRz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑴𐑯𐑼𐑟; agreed via wiktionary
owning,VVI,GenAm,𐑴𐑯𐑦𐑙,ˈoʊnɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑴𐑯𐑦𐑙; agreed via wiktionary
owns,VVI,GenAm,𐑴𐑯𐑟,oʊnz,,,,,,pos-gap,pos-gap,15,rl_pos=VVZ; rl_shaw=𐑴𐑯𐑟; agreed via wiktionary
Oxbridge,AJ0,GenAm,𐑪𐑒𐑕𐑚𐑮𐑦𐑡,ˈɒksbrɪdʒ,,,,,,pos-gap,pos-gap,35,rl_pos=NP0; rl_shaw=𐑪𐑒𐑕𐑚𐑮𐑦𐑡; agreed via wiktionary
oxen,AJ0,RSSB,𐑪𐑒𐑕𐑩𐑯,ˈɒksən,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑪𐑒𐑕𐑩𐑯; agreed via wiktionary
oxen,NN1,GenAm,𐑪𐑒𐑕𐑩𐑯,ˈɒksən,,,,,,pos-gap,pos-gap,50,rl_pos=NN2; rl_shaw=𐑪𐑒𐑕𐑩𐑯; agreed via wiktionary+wordnet
oxford,NN1,RSSB,𐑪𐑒𐑕𐑓𐑼𐑛,ɒksfəRd,keep,,,,,pos-gap,pos-gap,95,rl_pos=NP0; rl_shaw=𐑪𐑒𐑕𐑓𐑼𐑛; agreed via wiktionary+wordnet
