word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
mensch,NN1,RSSB,𐑥𐑧𐑯𐑖,menʃ,,,,,,wordnet,new,97,shave_agrees
menshevik,NN1,RSSB,𐑥𐑧𐑯𐑖𐑩𐑝𐑦𐑒,ˈmenʃəvɪk,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑯𐑖𐑧𐑝𐑦𐑒
mensiversary,NN1,GenAm,𐑥𐑧𐑯𐑕𐑩𐑝𐑻𐑕𐑼𐑦,ˌmensəˈvɜːRsəri,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑕𐑦𐑝𐑻𐑕𐑼𐑦
mensiversary,NN1,RRP,𐑥𐑧𐑯𐑕𐑦𐑝𐑻𐑕𐑼𐑦,mensɪvɜːRsəri,,,,,,wiktionary,new,97,shave_agrees
menstrual,AJ0,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑩𐑤,ˈmenstrəl,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑩𐑤
menstrual,NN1,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑩𐑤,ˈmenstrəl,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑩𐑤
menstruate,VVI,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑩𐑢𐑱𐑑,ˈmenstrəˌweɪt,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑑
menstruate,VVI,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑱𐑑,ˌmenˈstreɪt,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑑
menstruation,NN1,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑖𐑯,ˌmenstruˈeɪʃn,,,,,,wordnet,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑖𐑩𐑯
menstruation,NN1,GenAm,𐑥𐑧𐑯𐑕𐑑𐑮𐑱𐑖𐑩𐑯,ˌmenˈstreɪʃən,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑖𐑩𐑯
menstruation,NN1,RSSB,𐑥𐑧𐑯𐑕𐑑𐑮𐑵𐑱𐑖𐑩𐑯,menstruːeɪʃən,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑱𐑖𐑩𐑯
menstruous,AJ0,RRP,𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑼𐑕,menstrʊəs,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑵𐑩𐑕
menstruum,NN1,RSSB,𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑼𐑥,menstrʊəm,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑵𐑩𐑥
menstruum,NN1,RSSB,𐑥𐑧𐑯𐑕𐑑𐑮𐑫𐑼𐑥,menstrʊəm,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑕𐑑𐑮𐑵𐑩𐑥
mensuration,NN1,RSSB,𐑥𐑧𐑯𐑕𐑘𐑼𐑱𐑖𐑩𐑯,mensjəreɪʃən,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑖𐑼𐑱𐑖𐑩𐑯
menswear,NN1,GenAm,𐑥𐑧𐑯𐑟𐑢𐑺,ˈmenzweəR,,,,,,wiktionary,new,97,shave_agrees
mental aberration,NN1,GenAm,𐑥𐑻𐑯𐑑𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯,ˈmɜːntəl ˌæbəˈreɪʃən,,,,,,wiktionary,new,30,"r_gap:spelling=2,ipa=1; shave_says:𐑥𐑧𐑯𐑑𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯"
mentales,NN1,GenAm,𐑥𐑧𐑯𐑑𐑱𐑤𐑦𐑟,menˈteɪˌliz,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑑𐑱𐑤𐑟
mentalese,NN1,GenAm,𐑥𐑧𐑯𐑑𐑩𐑤𐑦𐑟,ˌmentəlˈiz,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑑𐑩𐑤𐑰𐑟
mentalese,NN1,RSSB,𐑥𐑧𐑯𐑑𐑩𐑤𐑰𐑟,ˌmentəlˈiːz,,,,,,wiktionary,new,97,shave_agrees
mentalis,NN1,GenAm,𐑥𐑧𐑯𐑑𐑱𐑤𐑦𐑕,menˈteɪlɪs,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑑𐑨𐑤𐑦𐑕
mentality,NN1,RSSB,𐑥𐑧𐑯𐑑𐑨𐑤𐑩𐑑𐑦,menˈtæləti,,,,,,wordnet,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑨𐑤𐑦𐑑𐑦
mentalité,NN1,RSSB,𐑥𐑧𐑯𐑑𐑨𐑤𐑦𐑑𐑱,mentalɪˈteɪ,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑯𐑖𐑩𐑤𐑲𐑑
mentonian,AJ0,RRP,𐑥𐑧𐑯𐑑𐑴𐑯𐑾𐑯,menˈtəʊniən,,,,,,wiktionary,new,97,shave_agrees
mentor,NN1,CotCaught,𐑥𐑧𐑯𐑑𐑷𐑮,ˈmentor,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑥𐑧𐑯𐑑𐑪𐑮
mentor,NN1,GenAm,𐑥𐑧𐑯𐑑𐑪𐑮,ˈmentor,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentor,NN1,GenAm,𐑥𐑧𐑯𐑑𐑼,ˈmentəR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentor,NN1,RSSB,𐑥𐑧𐑯𐑑𐑪𐑼,mentoəR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentor,VVI,CotCaught,𐑥𐑧𐑯𐑑𐑷𐑮,ˈmentor,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑥𐑧𐑯𐑑𐑪𐑮
mentor,VVI,GenAm,𐑥𐑧𐑯𐑑𐑪𐑮,ˈmentor,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentor,VVI,GenAm,𐑥𐑧𐑯𐑑𐑼,ˈmentəR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentor,VVI,RSSB,𐑥𐑧𐑯𐑑𐑪𐑼,mentoəR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑑𐑹
mentum,NN1,RSSB,𐑥𐑧𐑯𐑑𐑩𐑥,ˈmentəm,,,,,,wordnet,new,97,shave_agrees
menu,NN1,GenAm,𐑥𐑧𐑯𐑘𐑫,ˈmenju,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑿
menu,VVI,GenAm,𐑥𐑧𐑯𐑘𐑫,ˈmenju,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑯𐑿
meo more,AV0,RSSB,𐑥𐑱𐑴𐑥𐑹𐑱,meɪəʊmɔːreɪ,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑴 𐑥𐑹
meow,NN1,GenAm,𐑥𐑦𐑬,miˈaʊ,,,,,,wordnet,new,89,shave_says:𐑥𐑰𐑬
meow,VVI,GenAm,𐑥𐑦𐑬,miˈaʊ,,,,,,wordnet,new,89,shave_says:𐑥𐑰𐑬
meperidine,NN1,GenAm,𐑥𐑩𐑐𐑧𐑮𐑦𐑛𐑦𐑯,məˈperɪˌdin,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑐𐑼𐑦𐑛𐑰𐑯
meperidine,NN1,GenAm,𐑥𐑩𐑐𐑧𐑮𐑦𐑛𐑦𐑯,məˈperɪˌdin,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑐𐑼𐑦𐑛𐑰𐑯
meperidine,NN1,RSSB,𐑥𐑧𐑐𐑧𐑮𐑦𐑛𐑰𐑯,meˈperɪdiːn,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑐𐑼𐑦𐑛𐑰𐑯
meperidine,NN1,RSSB,𐑥𐑧𐑐𐑧𐑮𐑦𐑛𐑰𐑯,meˈperɪdiːn,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑐𐑼𐑦𐑛𐑰𐑯
mephenytoin,NN1,GenAm,𐑥𐑩𐑓𐑧𐑯𐑦𐑑𐑴𐑦𐑯,məˈfenɪˌtoʊɪn,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑓𐑩𐑯𐑦𐑑𐑴𐑦𐑯
mephenytoin,NN1,GenAm,𐑥𐑩𐑓𐑧𐑯𐑦𐑑𐑴𐑦𐑯,məˈfenɪˌtoʊɪn,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑓𐑩𐑯𐑦𐑑𐑴𐑦𐑯
mephistopheles,NN1,RSSB,𐑥𐑧𐑓𐑦𐑕𐑑𐑪𐑓𐑦𐑤𐑰𐑟,ˌmefɪˈstɒfɪliːz,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑓𐑦𐑕𐑑𐑪𐑓𐑩𐑤𐑰𐑟
mephitine,AJ0,GenAm,𐑥𐑧𐑓𐑩𐑑𐑲𐑯,ˈmefəˌtaɪn,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑓𐑦𐑑𐑰𐑯
mephitine,NN1,GenAm,𐑥𐑧𐑓𐑩𐑑𐑲𐑯,ˈmefəˌtaɪn,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑓𐑦𐑑𐑰𐑯
mephobarbital,NN1,CotCaught,𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑷𐑤,ˌmefoʊˈbɑːRbəˌtɒl,,,,,,wordnet,new,89,cot-caught variant of GenAm 𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑪𐑤
mephobarbital,NN1,CotCaught,𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑷𐑤,ˌmefoʊˈbɑːRbəˌtɒl,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑪𐑤
mephobarbital,NN1,GenAm,𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑪𐑤,ˌmefoʊˈbɑːRbəˌtɒl,,,,,,wordnet,new,89,shave_says:𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑰𐑑𐑩𐑤
mephobarbital,NN1,GenAm,𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑩𐑑𐑪𐑤,ˌmefoʊˈbɑːRbəˌtɒl,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑓𐑴𐑚𐑸𐑚𐑰𐑑𐑩𐑤
merc,NN1,RRP,𐑥𐑻𐑒,mɜːRk,,,,,,wiktionary,new,97,shave_agrees
merc,VVI,RRP,𐑥𐑻𐑒,mɜːRk,,,,,,wiktionary,new,97,shave_agrees
mercantilely,AV0,GenAm,𐑥𐑻𐑒𐑩𐑯𐑑𐑲𐑤𐑤𐑦,ˈmɜːRkənˌtaɪlli,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑩𐑯𐑑𐑲𐑤𐑦
mercaptan,NN1,RRP,𐑥𐑼𐑒𐑨𐑐𐑑𐑩𐑯,məRkaptən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑨𐑐𐑖𐑩𐑯
mercaptopurine,NN1,GenAm,𐑥𐑼𐑒𐑨𐑐𐑑𐑩𐑐𐑘𐑼𐑦𐑯,məRˌkæptəˈpjərˌin,,,,,,wordnet,new,89,shave_says:mercaptopurine
mercaptopurine,NN1,GenAm,𐑥𐑼𐑒𐑨𐑐𐑑𐑩𐑐𐑘𐑼𐑦𐑯,məRˌkæptəˈpjərˌin,,,,,,wiktionary,new,89,shave_says:mercaptopurine
mercaptopurine,NN1,RSSB,𐑥𐑻𐑒𐑨𐑐𐑑𐑩𐑐𐑫𐑼𐑰𐑯,mɜːRkaptəpʊəriːn,,,,,,wordnet,new,89,shave_says:mercaptopurine
mercaptopurine,NN1,RSSB,𐑥𐑻𐑒𐑨𐑐𐑑𐑴𐑐𐑘𐑩𐑼𐑰𐑯,mɜːRkaptəʊpjəəriːn,,,,,,wiktionary,new,89,shave_says:mercaptopurine
mercaptopurine,NN1,RSSB,𐑥𐑻𐑒𐑨𐑐𐑑𐑴𐑐𐑘𐑹𐑰𐑯,mɜːRkaptəʊpjɔːriːn,,,,,,wiktionary,new,89,shave_says:mercaptopurine
mercator,NN1,GenAm,𐑥𐑻𐑒𐑱𐑑𐑻,mɜːRˈkeɪtɜːR,,,,,,wordnet,supplement,89,shave_says:𐑥𐑼𐑒𐑱𐑑𐑼
Mercator,NN1,GenAm,𐑥𐑻𐑒𐑱𐑑𐑻,mɜːRˈkeɪtɜːR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑼
Mercator,NN1,RSSB,𐑥𐑻𐑒𐑱𐑑𐑼,mɜːRkeɪtəR,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑱𐑛𐑦𐑟
Mercedarian,NN1,GenAm,𐑥𐑻𐑕𐑩𐑛𐑧𐑮𐑾𐑯,ˌmɜːRsəˈderiən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑾
Mercedarian,NN1,RSSB,𐑥𐑻𐑕𐑩𐑛𐑺𐑾𐑯,mɜːRsədeəriən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑼𐑩𐑯
Mercedes,NN1,RRP,𐑥𐑼𐑕𐑱𐑛𐑦𐑟,məRseɪdiz,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑾
Mercedes,NP0,RRP,𐑥𐑼𐑕𐑱𐑛𐑦𐑟,məRseɪdiz,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑾
mercenary,AJ0,GenAm,𐑥𐑻𐑕𐑩𐑯𐑧𐑮𐑦,ˈmɜːRsəˌneri,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,AJ0,GenAm,𐑥𐑻𐑕𐑩𐑯𐑧𐑮𐑦,ˈmɜːRsəˌneri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,AJ0,RSSB,𐑥𐑻𐑕𐑩𐑯𐑼𐑦,mɜːRsənəri,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,AJ0,RSSB,𐑥𐑻𐑕𐑩𐑯𐑼𐑦,mɜːRsənəri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,AJ0,RSSB,𐑥𐑻𐑕𐑩𐑯𐑮𐑦,mɜːRsənri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,NN1,GenAm,𐑥𐑻𐑕𐑩𐑯𐑧𐑮𐑦,ˈmɜːRsəˌneri,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,NN1,GenAm,𐑥𐑻𐑕𐑩𐑯𐑧𐑮𐑦,ˈmɜːRsəˌneri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,NN1,RSSB,𐑥𐑻𐑕𐑩𐑯𐑼𐑦,mɜːRsənəri,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,NN1,RSSB,𐑥𐑻𐑕𐑩𐑯𐑼𐑦,mɜːRsənəri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercenary,NN1,RSSB,𐑥𐑻𐑕𐑩𐑯𐑮𐑦,mɜːRsənri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑕𐑦𐑯𐑼𐑦
mercer,NN1,GenAm,𐑥𐑼𐑕𐑼,ˈməRsəR,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑕𐑼
Merceron,NP0,RSSB,𐑥𐑻𐑕𐑼𐑩𐑯,mɜːRsərən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑾𐑯
Merceron,NP0,RSSB,𐑥𐑻𐑕𐑼𐑪𐑯,mɜːRsərɒn,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑕𐑾𐑯
merch,NN1,RRP,𐑥𐑻𐑗,mɜːRtʃ,,,,,,wiktionary,new,97,shave_agrees
merch,VVI,RRP,𐑥𐑻𐑗,mɜːRtʃ,,,,,,wiktionary,new,97,shave_agrees
merchandise,NN1,RRP,𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑕,ˈmɜːRtʃənˌdaɪs,,,,,,wiktionary+wordnet,supplement,89,shave_says:𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑟
merchandise,VVI,GenAm,𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑕,ˈmɜːRtʃənˌdaɪs,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑟
merchandising,NN1,RRP,𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑟𐑦𐑙,mɜːRtʃəndaɪzɪŋ,,,,,,wiktionary,new,97,shave_agrees
merchandising,VVI,RRP,𐑥𐑻𐑗𐑩𐑯𐑛𐑲𐑟𐑦𐑙,mɜːRtʃəndaɪzɪŋ,,,,,,wiktionary,new,97,shave_agrees
Mercia,NP0,RRP,𐑥𐑻𐑖𐑩,mɜːRʃə,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑾𐑯
Mercia,NP0,RSSB,𐑥𐑻𐑖𐑾,mɜːRʃiə,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑾𐑯
Mercian,AJ0,RSSB,𐑥𐑼𐑕𐑾𐑯,məRːsɪən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercian,AJ0,RSSB,𐑥𐑼𐑖𐑩𐑯,məRːʃən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercian,NN1,RSSB,𐑥𐑼𐑕𐑾𐑯,məRːsɪən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercian,NN1,RSSB,𐑥𐑼𐑖𐑩𐑯,məRːʃən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercian,NP0,RSSB,𐑥𐑼𐑕𐑾𐑯,məRːsɪən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercian,NP0,RSSB,𐑥𐑼𐑖𐑩𐑯,məRːʃən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
mercurial,AJ0,GenAm,𐑥𐑻𐑒𐑘𐑼𐑾𐑤,mɜːRˈkjəriəl,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
mercurial,AJ0,GenAm,𐑥𐑻𐑒𐑘𐑼𐑾𐑤,mɜːRˈkjəriəl,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
mercurial,AJ0,RSSB,𐑥𐑼𐑒𐑘𐑩𐑼𐑾𐑤,məRːkjəərɪəl,,,,,,wordnet,supplement,5,ml_disagrees:𐑥𐑼𐑒𐑘𐑫𐑼𐑾𐑤; shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
mercurial,AJ0,RSSB,𐑥𐑼𐑒𐑘𐑩𐑼𐑾𐑤,məRːkjəərɪəl,,,,,,wiktionary,supplement,5,ml_disagrees:𐑥𐑼𐑒𐑘𐑫𐑼𐑾𐑤; shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
mercurial,NN1,GenAm,𐑥𐑻𐑒𐑘𐑼𐑾𐑤,mɜːRˈkjəriəl,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
mercurial,NN1,RSSB,𐑥𐑼𐑒𐑘𐑩𐑼𐑾𐑤,məRːkjəərɪəl,,,,,,wiktionary,supplement,5,ml_disagrees:𐑥𐑼𐑒𐑘𐑫𐑼𐑾𐑤; shave_says:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑤
Mercurian,AJ0,GenAm,𐑥𐑻𐑒𐑘𐑼𐑾𐑯,mɜːRˈkjəriən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑩𐑤
Mercurian,AJ0,RSSB,𐑥𐑻𐑒𐑘𐑩𐑼𐑾𐑯,mɜːrkjəəriən,,,,,,wiktionary,new,5,ml_disagrees:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑯; shave_says:Mergui
Mercurian,NN1,GenAm,𐑥𐑻𐑒𐑘𐑼𐑾𐑯,mɜːRˈkjəriən,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑒𐑩𐑤
Mercurian,NN1,RSSB,𐑥𐑻𐑒𐑘𐑩𐑼𐑾𐑯,mɜːrkjəəriən,,,,,,wiktionary,new,5,ml_disagrees:𐑥𐑻𐑒𐑘𐑫𐑼𐑾𐑯; shave_says:Mergui
mercury,NN1,GenAm,𐑥𐑻𐑒𐑮𐑦,ˈmɜːRkri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercury,NN1,GenAm,𐑥𐑻𐑒𐑼𐑦,ˈmɜːRkəri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑤𐑦𐑯
mercury,NN1,RSSB,𐑥𐑼𐑒𐑘𐑼𐑦,məRːkjəri,,,,,,wordnet,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
Mercury,NP0,GenAm,𐑥𐑻𐑒𐑼𐑦,ˈmɜːRkəri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑤𐑦𐑯
mercury,VVI,GenAm,𐑥𐑻𐑒𐑮𐑦,ˈmɜːRkri,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑻𐑒𐑘𐑼𐑦
merdog,NN1,CotCaught,𐑥𐑻𐑛𐑷𐑜,ˈmɜːRˌdɒɡ,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑥𐑻𐑛𐑪𐑜
merdog,NN1,GenAm,𐑥𐑻𐑛𐑪𐑜,ˈmɜːRˌdɒɡ,,,,,,wiktionary,new,89,shave_says:𐑥𐑧𐑮𐑛𐑪𐑜
merely,AV0,GenAm,𐑥𐑦𐑮𐑤𐑦,ˈmɪrli,,,,,,wordnet,supplement,89,shave_says:𐑥𐑽𐑤𐑦
merely,AV0,GenAm,𐑥𐑦𐑮𐑤𐑦,ˈmɪrli,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑽𐑤𐑦
merganser,NN1,RRP,𐑥𐑼𐑜𐑨𐑯𐑕𐑼,məRːɡansəR,,,,,,wiktionary+wordnet,new,97,shave_agrees
merguez,NN1,GenAm,𐑥𐑧𐑮𐑜𐑧𐑟,merˈɡez,,,,,,wiktionary,new,89,shave_says:merguez
merguez,NN1,RSSB,𐑥𐑺𐑜𐑧𐑟,meəRɡez,,,,,,wiktionary,new,89,shave_says:merguez
Mergui,NP0,GenAm,𐑥𐑼𐑜𐑢𐑦,məRˈɡwi,,,,,,wiktionary,new,89,shave_says:𐑥𐑼𐑤𐑴
Mergui,NP0,RSSB,𐑥𐑼𐑜𐑢𐑰,məRɡwiː,,,,,,wiktionary,new,89,shave_says:𐑥𐑻𐑤𐑦𐑯
meridianed,AJ0,RRP,𐑥𐑼𐑦𐑛𐑾𐑯𐑛,mərɪdɪənd,,,,,,wiktionary,new,97,shave_agrees
meridianed,VVI,RRP,𐑥𐑼𐑦𐑛𐑾𐑯𐑛,mərɪdɪənd,,,,,,wiktionary,new,97,shave_agrees
meridional,AJ0,RSSB,𐑥𐑦𐑮𐑦𐑛𐑾𐑯𐑩𐑤,mɪrɪdɪənəl,,,,,,wordnet,supplement,89,shave_says:𐑥𐑼𐑦𐑛𐑾𐑯𐑩𐑤
merino,NN1,GenAm,𐑥𐑼𐑦𐑯𐑴,məˈrinoʊ,,,,,,wordnet,supplement,89,shave_says:𐑥𐑼𐑰𐑯𐑴
merino,NN1,GenAm,𐑥𐑼𐑦𐑯𐑴,məˈrinoʊ,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑼𐑰𐑯𐑴
merino,NN1,GenAm,𐑥𐑼𐑦𐑯𐑴,məˈrɪnoʊ,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑼𐑰𐑯𐑴
merit,NN1,RRP,𐑥𐑧𐑮𐑩𐑑,merət,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑮𐑦𐑑
merit,VVI,RRP,𐑥𐑧𐑮𐑩𐑑,merət,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑮𐑦𐑑
meritable,AJ0,RSSB,𐑥𐑧𐑮𐑦𐑑𐑩𐑚𐑩𐑤,merɪtəbəl,,,,,,wordnet,new,97,shave_agrees
meriter,NN1,RRP,𐑥𐑧𐑮𐑦𐑑𐑼,merɪtəR,,,,,,wiktionary,new,97,shave_agrees
meritless,AJ0,RSSB,𐑥𐑧𐑮𐑦𐑑𐑤𐑩𐑕,ˈmerɪtləs,,,,,,wordnet,new,97,shave_agrees
meritocracy,NN1,CotCaught,𐑥𐑧𐑮𐑩𐑑𐑷𐑒𐑮𐑩𐑕𐑦,merəˈtɒkrəsi,,,,,,wordnet,supplement,89,cot-caught variant of GenAm 𐑥𐑧𐑮𐑩𐑑𐑪𐑒𐑮𐑩𐑕𐑦
meritocracy,NN1,CotCaught,𐑥𐑧𐑮𐑩𐑑𐑷𐑒𐑮𐑩𐑕𐑦,merəˈtɒkrəsi,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑥𐑧𐑮𐑩𐑑𐑪𐑒𐑮𐑩𐑕𐑦
meritocracy,NN1,GenAm,𐑥𐑧𐑮𐑩𐑑𐑪𐑒𐑮𐑩𐑕𐑦,merəˈtɒkrəsi,,,,,,wordnet,supplement,89,shave_says:𐑥𐑧𐑮𐑦𐑑𐑪𐑒𐑮𐑩𐑕𐑦
meritocracy,NN1,GenAm,𐑥𐑧𐑮𐑩𐑑𐑪𐑒𐑮𐑩𐑕𐑦,merəˈtɒkrəsi,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑮𐑦𐑑𐑪𐑒𐑮𐑩𐑕𐑦
meritorious,AJ0,GenAm,𐑥𐑧𐑮𐑦𐑑𐑴𐑮𐑾𐑕,ˌmerɪˈtoʊriəs,,,,,,wiktionary,supplement,89,shave_says:𐑥𐑧𐑮𐑦𐑑𐑹𐑾𐑕
